27,0,6,0,31,0,27,3,6,0,14,2
32,1,7,0,33,0,30,0,7,0,20,3
,,,,,,,,,,,
19,1,8,0,33,0,28,0,8,0,17,3
24,1,6,1,20,0,30,0,6,3,no,no
10,2,2,2,11,0,7,0,2,6,2,5
20,0,6,2,30,0,22,0,8,2,4,13
11,0,3,0,20,0,26,0,2,2,15,2
29,2,8,0,34,0,45,0,8,0,16,3
19,1,8,0,no,no,46,0,8,0,11,2
21,0,3,1,24,2,26,0,6,2,10,2
,,,,,,,,,,,
28,2,3,2,31,0,35,0,2,2,16,3
35,2,5,1,23,0,25,0,5,0,13,0
31,1,7,2,37,0,41,0,7,2,18,0
22,0,5,1,34,0,22,1,7,2,19,0
17,0,7,0,30,0,14,0,6,1,14,1
14,0,5,0,22,0,18,0,5,0,15,1
22,2,3,4,19,0,7,1,5,3,15,1
22,0,3,0,24,2,25,0,2,0,15,1
23,1,5,0,23,0,30,0,6,0,15,0
28,1,1,9,37,0,27,0,4,8,16,2
19,1,5,0,19,0,18,0,4,0,5,14
21,1,6,3,30,0,31,0,6,3,12,3
21,2,6,1,35,0,31,0,6,1,15,4
21,0,6,4,31,0,11,5,7,6,14,1
22,4,6,1,37,1,50,1,7,6,10,5
30,3,7,0,30,0,36,0,8,3,19,3
23,0,7,1,34,0,25,1,7,1,12,1
23,1,1,0,24,2,36,0,5,2,12,5
24,6,7,0,27,0,8,0,7,0,11,1
24,0,5,1,26,2,15,0,5,2,15,1
21,2,4,1,22,1,30,0,5,1,9,1
10,0,4,1,16,0,32,0,1,1,13,0
24,1,1,0,28,0,36,0,6,0,10,10
25,0,2,1,19,0,17,0,3,1,12,2
21,0,5,0,22,0,11,0,5,0,16,2
32,2,5,1,33,1,31,0,5,1,16,1
13,1,7,0,31,2,31,0,8,1,20,1
20,0,6,0,24,0,14,0,6,0,9,2
25,1,4,0,34,3,25,1,5,0,13,2
30,0,3,2,27,1,32,0,5,4,17,1
20,0,4,0,32,1,24,0,4,0,16,0
24,3,3,1,36,1,36,0,5,5,13,2
19,2,5,1,30,1,19,0,6,1,15,3
18,3,6,2,28,0,16,0,6,3,17,1
19,1,3,2,20,0,40,0,4,3,12,1
29,1,4,0,21,0,24,0,5,1,19,3
34,0,7,0,39,1,40,0,7,0,16,3
29,0,6,0,32,0,32,0,7,0,16,0
27,0,5,0,28,1,31,0,4,0,18,1
24,0,5,0,33,1,30,0,5,0,19,1
29,1,6,0,27,0,22,0,6,0,18,1
13,1,no,no,24,0,15,0,7,5,12,1
21,0,4,0,29,0,18,0,2,1,11,2
19,0,7,0,20,0,34,0,6,0,14,1
26,1,6,0,32,0,32,0,8,0,17,3
11,5,4,1,31,1,24,0,7,1,9,6
19,1,1,0,20,0,20,0,2,0,11,2
6,0,5,0,22,0,40,0,3,0,19,1
19,1,4,1,8,0,24,0,5,2,1,2
4,1,8,0,32,0,29,0,8,3,17,2
28,0,6,1,24,0,36,0,7,1,14,1
27,1,8,1,28,0,39,0,8,2,0,5
23,2,4,1,20,0,26,0,3,2,10,0
28,5,7,2,37,0,32,1,7,5,21,2
17,0,4,0,12,0,23,1,3,1,3,1
19,0,6,0,26,0,22,0,6,0,14,1
7,2,2,0,12,1,16,0,4,0,5,2
16,2,5,0,20,0,12,1,6,0,11,0
21,0,8,0,20,0,36,0,7,0,9,0
24,2,6,0,19,0,28,0,7,0,13,0
10,0,6,0,12,0,17,0,6,0,10,0
13,2,7,0,19,0,32,0,8,0,2,5
no,no,4,0,26,0,24,0,4,3,8,4
19,0,5,4,26,0,34,0,6,3,14,4
18,1,4,2,32,0,21,0,4,3,no,no
10,1,8,0,17,2,16,0,6,0,10,0
20,4,6,0,3,0,32,0,6,0,12,5
,,,,,,,,,,,
24,4,3,2,35,1,26,0,4,0,13,2
36,0,7,0,39,0,42,0,6,1,15,4
15,1,4,0,27,0,11,13,1,0,13,4
16,1,8,0,23,2,26,0,8,0,16,0
26,1,1,0,23,0,18,0,6,2,14,1
25,5,7,0,28,1,30,0,7,0,16,2
28,1,7,0,33,0,36,0,7,0,19,1
,,,,,,,,,,,
30,0,5,6,27,0,42,0,7,8,12,2
20,0,6,1,32,0,40,1,6,0,15,5
22,2,7,0,26,1,33,0,7,0,16,3
20,0,4,3,29,1,32,0,3,9,no,no
33,0,6,0,27,0,55,0,5,1,12,2
22,0,6,0,34,0,31,0,7,0,17,1
23,0,8,0,35,0,36,0,8,1,15,3
17,0,7,0,26,0,21,0,7,0,15,0
19,0,6,3,20,0,13,1,5,2,14,1
22,1,5,1,21,0,26,0,7,0,11,2
28,1,8,0,35,0,40,0,6,0,13,1
26,1,4,2,32,0,41,1,4,4,18,2
26,1,2,0,26,0,31,0,2,0,13,0
32,1,8,1,23,0,40,0,8,1,15,1
27,2,7,0,22,0,24,0,8,0,13,3
29,1,7,1,24,0,30,0,7,1,13,1
23,0,6,0,33,0,35,0,7,0,15,0
19,1,7,0,23,0,25,0,7,1,19,0
15,5,5,1,28,0,34,0,5,1,13,1
17,1,5,0,22,0,29,0,7,3,15,3
29,1,8,1,34,0,38,0,7,0,21,1
28,1,6,0,21,0,37,0,6,0,12,4
32,2,7,0,36,0,26,0,8,0,16,2
20,2,5,1,17,0,24,0,5,1,17,1
25,3,1,1,33,0,39,0,3,5,15,2
31,5,8,0,no,no,47,1,8,0,no,no
27,1,7,2,30,0,43,0,8,6,17,1
31,0,7,1,37,3,51,0,7,1,17,1
30,4,2,0,32,0,33,0,3,0,9,4
27,2,6,3,34,0,36,0,8,7,18,2
36,2,7,0,36,0,42,0,8,0,17,4
22,2,3,0,31,0,40,0,6,0,14,2
18,6,4,0,30,0,17,2,4,0,14,2
20,0,5,1,8,2,13,0,7,1,11,4
13,0,5,0,18,0,25,0,6,0,12,2
24,1,6,9,32,0,29,0,7,4,15,5
21,1,4,1,28,1,34,0,6,0,14,5
26,1,6,1,27,0,24,1,7,1,16,1
27,1,5,1,29,0,32,0,6,2,14,2
27,3,8,1,33,0,55,0,7,1,19,1
24,1,0,0,18,0,21,0,1,0,11,3
33,4,7,0,32,1,44,0,7,0,21,1
31,0,6,0,33,1,29,0,8,2,16,2
22,1,3,0,20,0,12,0,3,0,6,0
21,2,7,1,24,0,29,0,8,1,16,4
19,1,2,0,23,0,19,0,3,1,-,-
7,3,5,0,,8,0,6,0,0,6,4
21,2,4,2,38,1,39,0,4,4,12,3
26,2,8,0,17,0,26,0,8,1,11,0
12,2,8,0,17,0,18,0,7,0,10,0
15,3,0,0,10,0,17,1,1,1,10,9
14,4,0,0,10,0,12,0,1,1,9,9
27,12,0,0,24,0,35,1,5,12,11,1
14,0,3,0,26,1,11,1,3,1,8,7
18,2,2,0,22,0,26,0,4,3,12,6
20,4,6,0,35,0,30,0,7,0,-,-
26,1,4,0,10,0,35,0,5,0,16,1
15,0,0,0,20,0,14,0,6,0,-,-
23,3,6,0,28,0,40,0,7,0,17,0
23,0,8,0,36,0,24,0,8,0,15,1
9,0,3,0,28,0,16,0,8,8,11,6
15,0,1,0,20,1,14,0,2,0,10,0
32,4,5,0,37,0,37,0,6,0,18,2
6,2,3,0,16,0,11,1,7,0,8,0
5,2,2,0,18,1,23,21,2,0,8,3
4,1,0,0,12,1,14,0,2,0,6,0
9,21,1,0,26,1,36,0,3,0,-,-
4,1,6,0,23,0,20,0,6,0,12,1
25,5,3,4,16,0,48,0,2,5,11,6
16,1,2,0,38,0,35,0,5,0,21,0
24,7,0,0,39,0,37,0,4,4,19,2
22,0,0,0,9,1,29,0,1,7,-,-
7,30,0,0,-,-,6,8,5,4,-,-
17,1,4,0,28,2,33,0,6,0,9,9
