22,0,10,0,9,2,34,1,34,0,10,0,9,1,17,0
25,3,7,2,6,2,39,3,60,3,9,2,4,3,16,4
25,0,9,0,8,0,31,0,39,1,9,0,7,0,14,5
11,3,10,0,5,5,36,1,35,0,10,0,9,2,20,4
26,0,9,0,5,1,32,0,54,1,7,0,4,1,18,3
10,0,8,0,6,0,18,1,29,0,7,0,5,1,13,1
23,0,10,0,8,0,38,0,40,1,10,0,8,2,16,1
17,0,9,1,7,0,32,2,39,0,9,1,7,0,16,4
21,0,9,0,10,0,33,0,45,0,9,0,9,0,21,0
17,1,6,0,5,3,32,2,39,0,6,0,5,4,15,6
26,1,10,0,10,0,43,1,51,1,10,0,9,0,22,1
21,1,10,0,10,0,33,0,56,0,10,0,10,0,20,0
22,0,8,0,8,0,36,0,55,0,8,0,8,0,15,2
12,0,10,0,9,0,33,0,40,1,9,1,10,0,18,2
19,1,10,1,9,0,31,1,30,2,10,1,8,1,9,1
4,1,8,0,6,2,28,0,45,0,7,0,5,3,14,1
23,0,9,1,8,2,35,0,44,0,9,2,7,3,18,1
21,3,9,2,7,2,33,0,38,1,8,3,6,2,17,3
16,2,9,0,9,0,36,1,37,0,9,0,8,0,15,3
23,2,8,0,7,0,33,0,35,2,8,0,7,0,19,2
19,1,8,0,8,0,33,0,40,0,8,0,8,0,14,2
16,1,6,2,8,2,36,0,56,0,8,2,8,5,17,6
19,2,9,0,8,1,33,0,41,0,8,0,6,4,-,-
20,1,9,0,8,1,32,1,45,0,8,3,6,3,20,3
24,0,9,0,8,1,37,3,47,0,9,0,9,1,21,1
25,0,8,0,8,1,33,0,67,0,7,0,8,0,21,0
29,1,10,1,7,3,37,1,47,0,10,3,8,2,-,-
29,2,8,2,8,3,34,1,37,0,7,3,9,2,21,0
9,0,7,0,8,0,31,0,28,0,7,0,9,0,17,0
31,0,6,3,9,0,38,0,55,0,5,7,9,0,24,2
20,0,6,0,9,0,31,0,51,0,6,0,9,1,18,0
20,0,10,1,5,5,34,1,50,0,10,2,5,6,21,0
14,0,6,1,9,1,29,0,41,0,5,4,8,4,17,1
5,1,7,0,6,2,21,0,25,0,4,1,4,3,12,1
15,0,9,1,6,2,33,0,41,0,7,1,7,2,14,1
15,1,6,1,3,1,34,0,37,0,5,1,3,1,14,3
26,1,7,3,7,1,33,0,45,1,4,5,6,2,22,3
17,0,9,1,10,0,32,1,65,0,7,2,9,0,19,0
25,1,8,1,8,2,36,0,32,0,5,2,5,2,19,0
27,0,10,0,8,0,35,1,40,0,8,0,7,1,17,3
28,0,8,0,4,1,33,0,32,0,6,2,6,4,18,1
10,0,6,1,6,1,29,0,62,0,6,0,6,4,17,1
18,0,9,1,8,1,33,0,44,1,9,1,8,2,15,5
15,0,8,1,10,0,38,0,41,0,9,3,10,0,22,0
16,4,5,1,5,1,31,1,38,0,6,1,6,6,15,3
14,4,2,2,3,0,30,0,34,2,3,2,2,4,12,5
9,1,2,2,0,5,17,0,29,0,2,3,0,0,no,no
15,1,10,4,9,1,32,1,40,1,5,3,9,1,22,1
17,2,7,2,5,4,36,0,36,2,6,6,5,7,12,12
33,0,7,1,7,0,36,0,40,0,6,2,7,1,18,1
18,3,8,0,9,0,33,2,51,0,9,0,9,1,10,20
22,0,7,1,4,0,33,0,34,0,7,3,5,1,17,12
15,3,10,0,6,0,33,1,32,2,9,0,4,0,16,3
16,0,10,1,8,2,37,0,42,0,9,1,9,2,22,1
19,0,9,1,9,1,33,0,39,0,8,2,9,1,14,0
21,0,10,1,9,2,33,0,40,0,9,3,9,0,19,2
27,0,5,1,5,5,41,0,50,0,5,3,6,2,23,0
17,1,10,0,7,0,31,0,41,0,10,0,9,0,15,7
27,0,7,0,8,0,41,0,71,0,4,2,7,2,21,6
26,0,5,0,9,0,37,1,50,0,4,1,7,0,18,2
22,2,4,0,8,1,33,0,53,0,2,2,7,2,22,0
20,0,7,1,9,1,26,0,54,0,7,0,9,1,17,0
19,1,10,1,5,4,30,0,35,0,8,1,5,2,9,15
20,0,8,1,9,1,31,0,32,1,5,5,10,1,17,2
25,0,6,0,7,0,29,1,32,0,6,0,7,1,16,1
18,2,10,0,8,2,33,1,45,0,10,0,8,1,17,1
28,2,9,0,6,0,31,0,45,0,8,0,5,1,18,1
20,0,7,0,7,0,35,0,48,0,6,2,6,1,16,3
25,2,10,2,7,0,34,1,40,0,10,2,6,2,17,2
39,0,10,0,8,0,39,1,54,0,10,0,7,0,16,3
19,1,10,0,10,0,34,0,27,0,10,0,10,1,14,2
17,0,6,3,10,1,32,1,27,0,7,1,7,2,17,1
12,0,9,0,9,0,24,0,29,0,8,1,8,0,14,1
20,1,6,1,8,0,31,0,41,0,5,1,7,0,15,4
32,1,7,0,6,5,34,0,60,0,7,2,8,3,17,1
12,0,6,0,6,0,29,0,52,0,6,0,7,0,16,1
21,0,6,0,6,0,31,0,42,0,5,0,5,0,12,1
17,2,no,no,7,6,31,0,52,0,6,4,6,5,16,2
29,1,10,0,6,2,31,0,40,0,9,1,6,3,15,0
24,0,8,3,9,1,37,1,39,1,7,4,9,0,19,2
20,3,10,0,7,1,27,1,41,1,9,0,5,4,18,1
23,1,6,0,7,1,30,0,42,0,6,0,6,1,17,3
19,0,10,0,9,0,34,0,48,0,10,0,8,1,20,0
20,0,9,1,10,0,36,0,34,0,10,1,8,1,20,0
25,0,10,0,9,1,19,0,48,0,10,0,9,1,22,0
26,1,10,0,6,1,38,2,36,0,9,2,8,3,18,7
25,1,8,0,9,0,35,0,46,0,7,2,9,0,22,1
26,0,6,2,4,5,33,0,42,0,7,1,3,2,21,0
29,1,10,0,6,2,37,1,51,0,9,0,6,2,23,0
27,0,8,0,5,1,33,0,36,0,9,0,6,2,18,1
26,0,8,2,8,1,38,0,61,0,8,3,8,2,22,1
24,1,9,0,5,1,35,0,42,0,9,1,6,1,24,2
28,0,10,0,9,0,38,0,61,1,8,1,8,1,22,0
24,0,10,1,5,1,30,0,42,0,10,2,5,1,17,0
26,1,7,2,4,4,31,1,45,0,6,3,6,2,23,0
25,0,5,0,7,0,36,0,37,0,5,0,5,3,20,3
24,0,8,0,10,0,42,1,52,0,8,0,9,1,26,1
25,1,9,2,4,3,34,0,60,0,8,1,6,3,18,0
24,0,10,1,8,1,27,0,48,0,10,1,7,1,18,6
23,0,3,2,5,0,34,2,48,0,5,4,4,0,20,2
24,0,9,1,5,2,36,0,67,0,7,1,5,2,22,0
25,1,7,0,4,4,34,0,37,0,6,0,5,4,19,0
32,1,8,2,9,1,35,0,35,0,9,1,7,4,22,0
27,1,10,0,9,0,33,0,40,0,10,0,9,0,18,0
21,1,7,1,7,3,34,0,55,0,4,2,4,2,21,2
21,0,9,1,7,1,31,0,34,0,9,3,7,5,20,0
16,1,5,1,5,2,34,0,36,0,5,2,5,6,18,2
19,1,10,0,5,0,33,0,43,0,10,0,6,2,17,2
23,2,9,0,10,0,34,0,42,0,10,0,9,0,-,-
23,0,10,0,6,1,38,0,62,0,10,0,8,0,19,4
23,0,9,0,8,0,34,0,44,0,9,0,7,0,21,1
15,2,7,3,7,6,23,0,30,0,5,2,7,2,8,1
13,3,10,1,8,1,32,0,43,0,9,0,8,1,18,2
27,0,10,0,7,3,44,0,55,0,9,0,6,6,23,4
20,0,7,1,8,0,33,0,37,0,7,0,8,0,22,1
12,1,4,5,7,5,25,0,36,0,6,9,7,9,-,-
20,1,10,0,7,2,37,1,44,0,10,0,8,2,18,0
25,0,9,2,9,2,37,0,39,0,9,2,8,3,20,1
25,0,9,1,6,3,35,0,56,0,7,1,7,3,18,1
27,0,9,0,6,4,40,0,52,0,8,0,8,2,20,2
27,0,8,0,6,2,38,0,47,0,10,0,6,2,22,1
20,0,10,0,7,0,28,0,42,0,10,0,8,2,18,0
24,0,8,0,8,0,40,0,45,0,7,0,6,0,23,1
20,0,8,0,8,0,39,1,44,0,8,0,10,0,21,4
25,1,9,0,6,0,38,1,43,0,7,0,6,0,21,3
23,1,8,2,6,1,35,0,53,0,6,1,6,3,18,4
26,0,10,0,5,5,32,0,43,0,10,0,4,5,22,0
24,1,9,0,7,1,40,3,55,0,8,0,7,0,20,5
26,0,9,1,6,1,34,0,56,0,10,3,5,0,22,0
18,1,10,1,9,1,30,0,42,0,10,2,7,3,21,0
14,0,6,3,4,2,17,0,39,0,7,4,7,3,-,-
23,0,9,1,9,0,36,0,46,0,8,3,10,0,19,1
20,0,10,0,7,0,40,0,56,0,9,0,5,0,23,1
26,0,9,0,10,0,36,0,36,0,8,0,10,1,-,-
24,0,8,0,9,0,30,0,40,0,6,0,6,0,15,1
25,1,10,0,5,4,37,0,45,0,9,2,6,3,20,2
19,1,9,1,7,0,37,0,41,0,8,0,5,0,19,1
13,2,5,2,8,0,34,0,35,0,6,1,6,3,16,3
14,1,8,0,8,0,33,0,35,0,8,0,9,1,18,2
15,1,10,0,9,0,37,1,38,0,10,0,9,1,17,3
25,0,10,0,10,0,38,2,41,0,10,0,10,0,17,0
26,0,7,1,9,0,35,0,36,0,7,1,8,1,21,1
27,0,9,0,5,1,37,0,33,0,9,0,4,1,20,1
23,2,10,0,5,5,30,1,34,0,8,2,6,6,18,2
26,0,7,0,8,0,38,0,51,0,7,0,8,0,18,1
25,0,10,0,6,0,37,0,39,0,10,0,6,4,17,2
22,0,6,0,10,0,39,1,46,1,7,0,8,1,22,1
26,1,0,0,8,0,28,0,41,0,8,3,8,0,18,1
25,3,9,2,7,2,36,1,56,0,8,4,6,5,19,2
24,1,8,0,4,3,34,1,51,0,6,0,3,2,7,18
32,0,9,1,5,1,38,2,43,0,9,2,6,2,19,2
16,1,9,1,8,1,36,0,36,0,8,4,7,0,18,0
21,0,8,0,7,0,31,0,37,0,8,0,7,0,19,1
29,0,7,0,7,0,33,2,45,3,8,3,5,1,17,3
20,0,8,0,10,1,38,2,45,0,8,1,10,5,20,2
37,0,6,4,9,1,44,1,51,1,6,4,8,2,20,3
20,0,9,1,7,2,31,0,37,0,9,2,8,4,22,1
20,0,9,1,7,0,25,0,44,0,9,1,7,1,21,0
18,0,6,0,9,0,33,0,36,0,4,1,9,1,17,2
19,1,8,0,7,0,38,0,46,0,8,0,7,0,18,2
35,0,9,0,8,1,39,0,45,0,9,0,5,2,22,0
22,0,6,0,7,1,34,1,44,0,6,0,8,1,20,2
17,1,5,1,2,0,31,0,44,0,5,5,2,0,20,3
