12,1,10,0,0,0,27,0,21,0,10,1,6,1,18,0
17,0,8,0,9,0,32,0,36,0,8,0,10,0,20,1
18,2,8,0,9,0,33,1,46,0,8,2,8,2,18,0
17,3,6,0,5,0,23,0,27,0,7,0,3,0,15,2
13,3,3,1,3,1,22,0,29,0,4,4,0,0,11,4
17,0,8,0,7,0,27,0,31,0,8,1,6,0,17,0
10,1,6,0,6,0,35,0,42,0,7,0,7,0,15,0
13,0,9,1,10,0,29,0,43,0,0,0,0,0,18,0
9,3,8,0,8,0,31,0,21,0,8,2,0,0,6,4
10,0,7,0,10,0,31,0,29,0,6,1,4,0,17,1
15,1,9,2,9,1,32,0,38,2,8,4,6,5,5,18
9,0,0,0,2,0,26,0,29,0,8,0,3,0,16,0
10,0,7,0,9,0,31,0,36,0,7,1,8,1,16,2
18,2,4,3,6,10,33,1,47,0,6,6,9,12,14,4
9,1,2,0,10,0,32,0,34,0,8,2,10,0,15,2
24,0,10,0,9,0,33,0,45,0,10,1,9,1,19,3
15,1,8,0,7,0,22,0,36,0,8,0,6,0,14,1
17,1,8,0,7,1,35,0,46,0,8,0,7,1,18,2
10,1,5,0,9,1,29,1,28,0,5,0,6,0,13,0
9,1,6,0,5,0,22,0,24,0,6,3,5,1,14,1
12,1,9,0,7,1,27,0,36,0,8,1,9,0,16,0
19,0,9,0,9,0,34,0,49,0,9,1,8,4,16,1
20,0,10,1,8,0,17,0,38,0,10,1,8,0,17,0
20,0,7,0,6,0,20,0,33,0,8,1,8,2,12,0
21,1,9,0,8,0,35,0,44,0,8,0,8,1,17,1
11,0,6,0,5,0,31,0,25,1,7,0,6,0,14,2
3,1,8,3,6,3,31,1,28,0,8,4,8,3,13,3
11,0,6,0,5,1,24,0,37,0,8,4,7,5,11,3
7,0,10,1,10,1,30,0,41,0,10,2,8,6,12,0
17,1,8,0,6,1,22,0,30,0,8,0,7,0,13,2
9,3,8,0,10,0,28,2,36,0,8,2,10,0,15,1
27,0,10,0,7,0,31,0,45,0,10,0,7,0,18,0
11,4,7,0,8,2,31,0,32,0,7,0,6,2,18,0
15,0,7,0,9,1,30,0,35,0,7,0,9,4,17,0
20,1,10,0,9,0,33,0,41,0,10,0,9,0,22,0
16,1,7,2,9,0,33,0,41,0,6,6,8,0,0,0
13,2,5,0,7,1,32,0,39,3,5,0,7,0,5,8
10,1,9,0,10,0,27,1,32,0,9,0,9,1,17,1
13,1,3,0,9,0,35,0,36,0,4,1,9,1,18,2
17,0,6,0,6,0,32,0,39,0,4,2,5,0,16,3
24,0,9,0,8,0,36,1,45,0,8,0,8,1,17,3
17,2,8,0,9,0,33,0,36,0,9,0,8,0,16,1
18,1,9,0,8,0,37,0,41,1,9,0,7,0,18,4
20,2,7,3,9,0,35,0,44,2,6,5,7,1,17,9
24,1,9,0,6,0,33,1,59,0,9,0,8,0,19,2
18,1,9,0,9,1,31,0,39,0,8,0,10,0,17,1
14,0,3,0,9,0,32,0,41,0,5,1,6,0,16,1
7,0,5,1,6,0,30,0,35,1,3,1,7,0,15,4
12,2,9,0,9,0,28,1,31,0,10,0,9,1,14,1
13,1,1,0,8,0,32,1,36,1,2,1,9,1,16,3
16,1,9,0,9,0,35,0,74,1,8,0,9,0,18,5
9,5,8,3,4,6,33,1,33,0,10,11,0,0,8,2
19,1,8,0,9,0,31,0,36,0,7,1,0,0,13,2
16,0,8,0,8,1,25,0,32,0,9,1,8,1,15,3
16,0,9,1,9,0,20,0,19,0,9,0,8,1,13,3
24,0,6,4,8,2,38,1,41,0,8,4,7,4,16,3
10,4,2,0,8,1,37,0,33,4,2,0,7,3,17,2
