13,1,4,0,23,1,23,0,4,0,13,2
10,1,1,7,15,0,24,2,4,4,14,1
9,1,no,no,27,0,23,0,3,2,13,0
24,1,6,1,28,0,20,1,8,7,14,2
20,1,8,0,13,0,19,0,7,2,10,5
13,1,5,1,28,1,19,2,6,0,13,1
12,0,5,0,19,1,16,2,6,1,12,6
35,5,7,1,35,0,26,2,6,1,22,0
15,2,4,2,32,0,18,0,6,2,13,6
18,1,8,0,10,0,22,0,8,0,12,1
7,1,5,0,6,4,21,0,5,0,no,no
7,2,no,no,26,1,12,0,no,no,10,0
9,21,no,no,16,2,10,2,no,no,7,8
6,7,2,2,20,0,9,0,3,0,5,2
19,2,1,1,7,0,12,0,2,3,5,1
9,1,5,0,3,1,12,0,no,no,8,0
7,0,5,1,10,0,16,0,5,1,8,1
9,0,5,3,12,0,13,0,5,4,6,1
7,3,8,13,16,1,14,0,8,12,4,7
23,0,3,1,21,0,24,0,2,1,no,no
20,0,6,1,13,0,27,0,5,1,12,0
9,1,7,0,13,2,18,0,6,0,3,7
12,1,5,0,14,0,18,0,5,0,11,2
13,0,8,0,39,1,32,0,8,1,9,5
2,5,5,13,3,0,13,1,2,3,8,12
13,0,4,0,12,0,12,0,1,1,10,0
19,1,4,6,6,0,26,0,3,5,14,2
3,3,7,2,3,1,21,0,8,1,8,2
6,1,6,0,10,0,1,0,4,0,7,0
0,1,3,1,5,5,11,0,3,1,8,1
12,0,7,5,20,0,13,0,8,12,12,0
21,3,2,4,7,4,15,1,2,10,no,no
24,1,5,0,30,1,35,0,5,1,7,3
24,2,5,1,27,0,38,0,4,1,16,2
10,3,4,0,9,0,16,0,3,0,12,0
14,6,4,1,12,2,27,3,7,0,14,11
6,4,4,2,14,1,11,0,5,1,no,no
13,1,5,0,31,0,16,0,4,0,14,2
19,1,5,2,32,1,17,0,6,1,12,0
10,1,4,0,15,0,20,0,5,0,9,2
9,2,5,1,9,0,24,0,1,0,7,4
8,2,7,1,30,0,9,4,2,0,10,0
17,1,7,0,30,0,12,1,8,1,12,1
18,0,4,2,22,0,27,0,4,2,11,4
18,0,6,0,28,0,24,0,6,0,16,1
17,0,6,1,22,0,25,0,5,1,10,7
9,1,3,0,11,0,12,0,3,0,10,2
,,,,,,,,,,,
no,no,4,2,19,0,14,0,1,0,no,no
17,1,3,5,14,0,18,0,5,12,10,0
20,0,6,0,19,2,29,0,5,0,12,1
11,2,4,3,21,2,13,1,4,6,12,1
22,1,4,1,28,0,20,0,4,0,12,0
19,0,4,3,20,0,19,3,4,2,5,0
10,4,2,2,20,0,16,1,3,2,15,0
13,0,6,0,14,1,30,0,5,2,9,1
25,2,7,0,30,0,21,0,no,no,17,1
11,7,3,5,19,1,18,0,3,5,no,no
7,5,6,1,8,1,19,3,5,2,no,no
5,3,4,0,11,0,8,0,3,1,4,2
22,2,2,0,14,6,14,0,3,0,12,3
14,1,5,0,20,0,15,0,4,0,8,2
12,2,7,0,37,0,34,2,6,0,16,4
19,0,7,3,22,2,11,2,7,2,12,3
10,1,6,0,17,0,13,1,5,0,10,0
8,2,4,2,21,0,22,0,4,2,12,3
19,0,3,4,21,0,21,0,3,4,10,1
22,8,6,12,32,1,27,0,8,13,14,1
12,0,2,0,22,0,17,0,2,0,14,0
16,2,2,7,15,12,24,0,8,13,11,2
12,1,4,1,15,6,26,0,5,0,14,2
11,3,5,3,no,no,20,0,7,5,13,1
15,3,4,0,31,0,27,0,5,1,17,3
10,0,6,0,41,0,30,0,7,1,17,2
13,0,6,0,23,0,24,0,4,0,10,1
23,1,6,2,21,0,32,0,6,1,7,3
14,0,no,no,14,1,16,0,1,0,9,0
12,2,4,4,23,0,10,0,6,2,10,2
20,0,5,1,30,0,29,0,5,0,16,2
6,4,3,5,17,1,24,0,3,4,8,9
14,5,2,1,30,0,18,0,2,1,13,2
12,0,1,0,22,1,18,0,1,0,10,0
9,2,2,0,16,0,25,0,2,1,11,4
20,0,4,0,30,0,27,0,4,0,12,4
13,0,4,0,20,0,12,0,4,0,11,4
14,3,4,0,16,1,22,1,6,1,12,2
