22,3,9,1,9,1,3,6,36,1,43,0,8,2,8,1,3,5,13,5,14,0
27,0,10,0,10,0,8,0,37,0,54,2,10,0,10,0,6,4,18,0,26,1
25,1,10,0,7,3,8,1,37,0,49,0,8,2,5,5,3,5,21,2,14,8
22,1,6,0,8,0,4,3,32,2,51,0,5,0,5,1,2,5,18,0,31,0
23,3,8,1,8,1,9,1,39,0,40,0,8,1,7,3,3,1,18,1,18,3
26,0,5,0,8,0,8,2,31,0,37,0,4,0,9,0,3,2,16,1,21,1
39,0,10,0,10,0,6,3,36,0,48,0,8,0,10,0,4,4,19,1,32,0
no,no,no,no,9,0,7,0,26,0,39,0,6,0,8,0,4,0,15,1,23,0
23,1,8,0,5,0,2,0,34,4,34,0,7,0,5,0,1,0,23,1,11,0
21,5,8,0,9,0,7,2,34,1,48,1,8,0,8,2,3,2,20,2,18,0
20,1,10,0,5,2,7,3,32,0,36,0,8,2,8,2,5,5,20,1,22,2
35,0,9,0,10,0,10,0,22,0,57,0,8,0,8,0,8,1,22,1,22,1
22,1,9,0,7,2,6,2,41,0,34,2,9,1,8,2,5,4,18,0,26,2
15,1,8,2,10,0,6,4,30,0,31,1,7,2,9,2,4,5,17,1,19,2
24,0,10,1,9,2,9,5,40,0,55,1,9,1,9,1,8,2,18,1,31,2
19,0,8,0,8,0,7,1,32,1,49,3,7,0,9,1,4,6,18,0,25,1
25,0,9,0,9,0,10,0,30,0,48,0,8,0,10,0,5,2,19,0,27,0
25,1,10,0,10,0,9,0,39,1,49,0,10,1,9,0,8,0,16,3,24,1
12,3,6,0,6,3,5,4,26,0,33,3,5,2,5,1,2,1,12,3,12,2
27,0,5,0,9,0,7,1,31,0,40,0,5,0,9,0,6,1,23,0,19,0
17,2,5,0,7,0,6,0,35,0,40,0,6,0,8,0,4,1,0,0,23,0
15,0,9,1,8,0,6,0,27,0,40,0,9,1,6,0,2,1,15,0,17,0
20,0,8,0,9,0,8,0,30,0,72,0,8,1,9,1,4,1,25,1,30,0
9,1,6,0,3,1,6,1,30,1,29,0,4,0,4,0,3,1,18,2,12,0
11,1,9,0,9,0,5,1,32,0,35,0,8,1,9,0,4,2,17,0,18,1
20,0,8,0,9,0,7,0,35,0,37,0,8,1,8,0,6,0,19,0,18,0
26,0,7,1,10,0,6,1,34,0,48,0,8,0,10,0,6,2,23,0,14,1
19,2,8,0,6,0,6,1,31,0,42,0,8,0,6,1,5,3,14,4,19,1
17,1,10,0,10,0,4,3,31,0,58,0,8,4,8,0,2,7,16,0,8,9
20,0,0,0,9,0,7,0,36,0,44,0,8,2,9,1,7,2,21,1,27,0
19,1,10,0,7,2,5,3,34,1,46,0,10,0,8,2,5,4,17,1,22,0
24,0,7,3,10,1,8,2,30,0,26,0,7,2,10,2,2,7,18,0,18,1
27,1,10,1,7,2,4,3,32,1,39,0,10,2,7,4,4,5,15,2,16,0
30,0,10,4,8,1,6,5,31,2,41,0,10,1,8,0,6,5,18,2,13,1
7,9,5,1,5,2,5,5,38,2,39,2,2,0,6,0,5,5,16,4,5,3
24,3,8,0,7,4,7,3,37,1,58,0,8,2,6,4,4,5,20,2,25,4
22,2,7,2,4,1,3,3,32,1,35,3,7,3,3,0,6,6,11,6,11,0
17,1,8,0,3,3,5,1,33,0,56,0,6,0,3,2,3,4,16,4,24,6
28,1,10,0,9,0,7,0,42,0,36,0,10,0,7,1,4,1,21,0,17,1
17,0,9,1,8,2,4,6,40,1,39,0,8,2,9,2,5,6,20,1,23,1
17,3,8,2,5,8,7,10,37,3,41,2,7,4,7,8,8,10,0,0,15,16
18,0,8,0,9,0,7,4,34,0,36,0,8,0,8,0,6,8,19,1,26,2
15,3,8,0,8,0,6,3,40,0,39,1,8,1,9,1,4,7,17,2,18,3
22,2,6,3,5,6,7,6,36,0,48,0,6,4,7,4,8,10,21,0,25,1
28,0,10,0,8,2,7,4,39,1,52,0,10,0,7,1,6,3,22,0,30,0
23,2,9,0,4,2,6,2,39,3,37,2,7,3,7,2,7,3,7,23,15,6
18,0,9,0,9,0,7,1,33,0,44,3,8,1,9,1,5,4,20,1,17,4
24,3,10,1,9,0,5,4,38,0,39,5,9,1,7,0,6,7,19,0,17,5
27,0,6,1,8,0,6,0,32,0,43,0,9,2,7,0,2,3,19,1,19,2
28,0,10,0,7,0,4,5,34,0,48,0,9,1,6,2,3,5,18,4,26,1
20,0,9,0,10,0,7,2,30,0,37,0,9,0,10,0,6,5,16,0,20,1
23,1,9,0,7,0,5,3,39,1,37,0,9,0,7,0,2,2,22,0,16,2
0,2,7,0,2,0,4,0,31,1,35,1,4,0,7,0,1,2,20,3,7,4
27,0,8,0,8,1,8,0,36,0,56,0,8,2,10,0,2,0,22,2,24,1
23,0,7,0,8,0,5,1,44,0,47,0,7,3,8,1,3,6,23,3,23,1
24,3,7,1,7,1,7,8,35,1,52,0,7,1,6,3,4,10,14,8,16,3
23,3,7,1,5,0,7,6,38,1,48,0,7,2,6,4,8,11,13,8,25,0
18,0,4,0,0,0,1,5,35,1,40,2,10,0,4,1,2,7,18,2,13,1
25,1,6,0,8,0,7,0,38,2,83,0,6,2,6,1,4,1,20,2,30,5
25,0,9,0,7,1,0,1,35,0,56,0,7,4,8,7,7,7,18,0,26,1
19,1,8,1,5,0,6,1,39,0,46,0,6,1,5,2,1,6,18,1,23,3
20,0,8,0,8,1,5,2,39,0,57,0,7,2,7,1,3,5,22,2,21,2
33,0,10,0,6,1,5,2,46,2,66,0,10,3,6,2,5,2,24,6,25,7
23,0,7,0,8,0,5,5,38,4,46,0,6,0,8,0,6,4,21,1,16,5
34,0,9,0,8,0,5,3,37,0,58,0,6,1,6,0,5,3,22,0,29,1
34,0,9,2,9,3,7,6,35,1,55,0,7,3,7,5,4,8,17,3,26,0
24,2,9,0,4,1,3,1,41,2,89,0,6,1,2,2,1,3,21,2,29,5
33,0,10,0,9,0,6,0,41,1,96,0,8,0,9,0,3,3,21,2,38,2
23,1,5,0,7,0,7,1,35,0,33,0,4,0,5,1,5,2,18,2,19,1
39,1,8,0,7,1,6,0,39,0,56,0,7,2,5,1,4,2,18,7,22,3
40,0,10,0,8,0,5,5,39,0,69,0,10,0,8,1,4,5,23,1,37,0
25,1,10,0,10,0,10,0,36,2,48,0,6,4,10,1,5,10,20,2,27,1
25,1,8,0,7,0,6,0,34,2,75,0,7,1,7,0,3,1,22,0,35,0
24,1,6,0,6,1,5,3,39,0,73,0,7,1,4,1,2,6,16,1,30,1
20,0,5,0,4,0,3,0,31,0,45,3,4,0,3,0,2,0,13,2,19,0
22,0,10,0,8,4,4,5,39,1,41,0,8,0,6,2,3,4,17,5,15,0
24,1,10,0,8,0,6,3,40,0,54,0,7,0,7,1,6,4,22,7,23,2
26,2,9,0,9,0,5,1,39,0,69,0,8,0,8,1,3,4,20,2,31,0
38,0,no,no,no,no,no,no,41,0,56,0,no,no,no,no,no,no,23,1,25,0
27,0,8,0,8,1,9,2,40,0,61,0,5,0,8,2,3,3,19,7,9,0
28,0,8,0,7,0,8,0,44,1,78,0,7,4,6,1,6,2,22,4,36,0
24,1,8,0,9,0,0,0,35,0,59,0,6,1,8,0,3,1,18,3,24,0
22,2,10,5,10,4,3,8,36,0,60,0,7,5,8,5,2,8,15,8,22,4
40,3,9,0,6,1,8,2,37,0,64,1,7,1,8,2,7,2,21,0,30,2
30,0,6,1,7,0,6,2,37,0,60,0,5,1,7,1,2,3,22,0,33,1
22,0,9,1,7,1,7,1,43,0,93,0,8,1,6,3,4,4,22,2,36,0
27,1,7,1,6,1,5,2,35,3,45,0,7,2,5,1,3,2,no,no,25,0
19,1,7,0,6,1,3,2,35,0,47,0,8,2,5,3,3,2,15,4,15,0
18,2,10,3,9,0,7,1,31,1,48,0,8,4,8,0,6,9,18,1,20,0
14,3,5,2,6,2,6,3,40,1,61,1,4,5,7,3,6,4,21,2,32,1
23,1,9,0,5,2,2,5,40,1,50,1,8,0,7,1,4,3,17,6,25,2
27,1,7,1,9,0,6,1,42,2,42,0,6,2,7,1,4,2,19,5,23,0
20,3,5,1,5,0,5,0,36,1,58,0,3,1,3,1,3,0,no,no,13,0
21,1,8,3,6,1,6,7,38,0,35,0,6,1,5,0,3,4,18,3,13,2
25,0,9,0,7,2,7,6,40,0,45,0,9,2,5,4,7,11,18,3,9,5
29,1,9,0,8,0,10,0,49,0,77,3,9,2,9,1,5,0,22,3,30,2
22,0,9,0,10,0,2,2,31,2,33,0,10,0,9,0,4,0,16,1,17,0
39,1,9,0,9,0,3,2,39,1,55,0,9,0,9,0,5,3,23,0,27,0
24,4,7,2,4,4,5,7,37,3,46,1,7,2,4,5,6,15,21,2,21,2
19,0,9,0,8,0,5,3,38,0,42,0,9,0,8,0,5,3,21,0,27,2
22,0,9,1,7,2,8,2,41,2,51,0,9,1,8,1,6,4,20,1,18,5
30,0,7,0,7,2,4,4,40,0,60,0,8,0,7,1,4,4,19,1,24,5
34,1,8,1,9,2,6,6,34,1,64,0,7,3,9,4,6,8,20,5,29,1
36,2,9,0,8,2,4,5,44,0,43,0,9,1,8,7,3,5,22,2,19,2
29,0,9,1,9,1,7,3,41,0,46,0,9,1,9,1,5,5,22,1,31,1
23,2,10,0,5,5,4,6,39,0,38,2,8,2,7,3,4,6,19,5,15,7
17,1,9,1,8,1,7,3,34,0,36,0,9,1,7,3,3,3,18,0,23,0
26,0,10,0,9,0,5,3,35,1,46,0,10,0,10,0,5,4,19,0,29,0
27,1,9,1,10,0,4,2,42,1,69,0,9,1,10,0,3,3,22,2,36,0
20,0,9,1,4,2,3,4,36,0,57,0,9,1,2,1,6,3,19,2,32,1
18,0,10,0,9,1,7,3,28,0,36,0,10,0,9,1,6,4,17,0,20,1
26,0,9,1,9,1,4,6,23,2,42,0,9,1,9,1,3,7,23,0,24,1
21,1,8,0,7,0,5,3,33,0,53,0,8,0,7,1,4,4,20,0,30,0
27,0,9,1,8,0,4,3,44,0,72,0,8,2,7,0,5,5,19,2,34,0
28,0,8,0,10,0,6,5,41,0,57,0,8,2,10,0,4,6,23,0,27,0
41,0,10,0,8,1,3,4,46,0,48,0,9,0,8,0,4,3,21,0,29,0
25,0,10,0,10,0,9,1,33,0,62,0,10,0,10,0,9,1,21,1,28,0
30,1,10,2,7,0,5,3,38,0,42,0,8,2,8,1,2,6,20,1,19,1
46,0,10,6,8,7,5,5,45,0,90,0,7,3,5,5,1,9,23,1,42,1
38,2,7,1,6,0,6,2,44,0,61,0,4,2,6,0,3,5,23,0,31,2
15,0,7,1,6,0,6,5,37,1,36,0,5,3,4,0,5,4,21,3,19,1
24,1,9,0,8,0,5,7,36,4,41,0,8,1,6,1,5,6,19,0,23,3
44,2,9,0,9,1,5,6,44,1,88,0,9,1,9,1,5,5,23,1,36,1
24,1,6,0,3,4,6,4,40,0,41,0,5,2,4,4,7,3,21,1,21,3
24,1,10,0,7,1,8,2,43,0,57,0,10,0,8,2,4,6,23,1,31,1
32,1,9,0,7,0,6,3,43,1,55,0,9,2,8,2,3,6,14,0,22,6
23,2,5,2,5,3,2,5,36,1,36,0,3,2,7,1,2,4,23,2,15,1
26,0,8,0,5,1,1,5,41,1,48,0,7,2,4,1,-,-,22,6,27,4
25,1,7,0,9,0,3,1,38,0,54,0,6,1,8,0,3,4,24,0,26,1
28,0,9,1,9,0,7,1,39,0,54,0,8,1,8,0,8,2,21,1,27,1
26,0,7,0,8,0,4,4,40,0,43,1,7,1,8,0,4,3,22,1,27,2
